Indicator Reference Number,Indicator,Theme,Ward Name,Year,Survey Question,Sample Size,Statistic,Standard Error,Lower Confidence Limit,Upper Confidence Limit
IQOL20306,% of people burning solid fuel who use a stove,Sustainability & Environment,.Bristol Average,2020,Q20190,507,62.6902139,2.670233933,57.32661282,67.75881563
IQOL20306,% of people burning solid fuel who use a stove,Sustainability & Environment,.Bristol Average,2021,Q20189 Q20190,445,71.7,2.878864232,65.8,77
IQOL20307,% satisfied BCC has supported their local community to recover from the Coronavirus pandemic,Council & Democracy,.Bristol Average,2021,Q21245,3856,32.1,0.869619979,30.5,33.9
IQOL20307,% satisfied BCC has supported their local community during the Coronavirus pandemic,Council & Democracy,.Bristol Average,2020,Q20192,4392,40.27856063,0.868376791,38.58886945,41.99164789
IQOL20308,% who are prevented or restricted from accessing the internet by internet speed / reliability,Community & Living,.Bristol Average,2021,Q20203,3721,18.9,0.792262671,17.4,20.5
IQOL20308,% who are prevented or restricted from accessing the internet by internet speed / reliability,Community & Living,.Bristol Average,2020,Q20203,4254,19.92359646,0.729673781,18.53188968,21.39237356
IQOL20309,% who cannot afford home broadband or equipment,Community & Living,.Bristol Average,2020,Q20203,4330,1.574483492,0.211255913,1.209777535,2.046857643
IQOL20309,% who cannot afford home broadband or equipment,Community & Living,.Bristol Average,2021,Q20203,3773,2.1,0.271489415,1.7,2.7
IQOL20310,% who don't have enough mobile data,Community & Living,.Bristol Average,2020,Q20203,4334,1.627309602,0.215975178,1.253931421,2.109492021
IQOL20310,% who don't have enough mobile data,Community & Living,.Bristol Average,2021,Q20203,3778,2,0.274553342,1.6,2.7
IQOL20311,% who don't have any or enough digital devices,Community & Living,.Bristol Average,2020,Q20203,4323,1.234373277,0.169418493,0.942836418,1.614587639
IQOL20311,% who don't have any or enough digital devices,Community & Living,.Bristol Average,2021,Q20203,3769,1.3,0.1748891,1,1.7
IQOL20312,% who lack the skills or confidence to use the internet,Community & Living,.Bristol Average,2020,Q20203,4268,4.480830644,0.287623609,3.949699982,5.079607196
IQOL20312,% who lack the skills or confidence to use the internet,Community & Living,.Bristol Average,2021,Q20203,3716,5,0.325663947,4.4,5.7
IQOL20313,% who have cyber security or privacy concerns,Community & Living,.Bristol Average,2020,Q20203,4271,3.003329715,0.269881053,2.517183925,3.579917273
IQOL20313,% who have cyber security or privacy concerns,Community & Living,.Bristol Average,2021,Q20203,3736,3.5,0.313699308,2.9,4.2
IQOL20314,% who have a hot food take-away once a week at most,Health & Wellbeing,.Bristol Average,2020,Q20204,4385,94.65245807,0.476862116,93.63696109,95.51365369
IQOL20315,% whose home has suffered from overheating during hot weather,Sustainability & Environment,.Bristol Average,2021,Q20206,3820,26.7,0.86323244,25.1,28.5
IQOL20315,% whose home has suffered from overheating during hot weather,Sustainability & Environment,.Bristol Average,2020,Q20206,4350,21.82201911,0.7914059,20.31062709,23.41283623
IQOL20316,% whose home has been flooded during heavy downpours,Sustainability & Environment,.Bristol Average,2021,Q20206,3821,1.7,0.270007777,1.3,2.3
IQOL20316,% whose home has been flooded during heavy downpours,Sustainability & Environment,.Bristol Average,2020,Q20206,4351,1.566863165,0.235181595,1.166792541,2.101193904
IQOL20317,% whose local roads have been flooded during heavy downpours,Sustainability & Environment,.Bristol Average,2021,Q20206,3819,13.7,0.658634941,12.5,15.1
IQOL20317,% whose local roads have been flooded during heavy downpours,Sustainability & Environment,.Bristol Average,2020,Q20206,4349,13.59051699,0.630310979,12.40173696,14.87390002
IQOL20318,% whose mental health has suffered due to climate change worries,Sustainability & Environment,.Bristol Average,2021,Q20206,3821,18.8,0.772834429,17.3,20.3
IQOL20318,% whose mental health has suffered due to climate change worries,Sustainability & Environment,.Bristol Average,2020,Q20206,4349,14.90771578,0.684061757,13.61606483,16.29877713
IQOL20319,% satisfied with the choice of shops in their local shopping area,Economy,.Bristol Average,2020,Q20212,4354,70.33107568,0.789706143,68.76028254,71.85521524
IQOL20320,% who shop in their local shopping street at least once a week,Economy,.Bristol Average,2021,Q20212,3840,46.1,0.884253081,44.4,47.9
IQOL20320,% who shop in their local shopping street at least once a week,Economy,.Bristol Average,2020,Q20212,4391,47.39898305,0.867647906,45.70206151,49.10193398
IQOL20321,% self-employed/run own business who have received business advice/support in the last 12 months,Economy,.Bristol Average,2020,"Q17105
Q20221",416,7.89932099,1.938632198,4.84122003,12.63271614
IQOL20322,% satisfied with the business advice/support they have received,Economy,.Bristol Average,2020,"Q20221
Q20222",49,71.42881856,7.441313767,55.02387425,83.63025201
IQOL20323,% for whom COVID fear/restrictions prevent them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2021,Q20192,3714,19.4,0.750533073,18,20.9
IQOL20323,% for whom COVID fear/restrictions prevent them from leaving their home when they want to,Health & Wellbeing,.Bristol Average,2020,Q17019,4331,36.44306461,0.863194857,34.76852939,38.15108095
IQOL20324,% dissatisfied with the way BCC has supported their local community during the Coronavirus pandemic,Council & Democracy,.Bristol Average,2020,Q20192,4392,14.76949008,0.676229965,13.49262341,16.14464108
IQOL20324,% dissatisfied with the way BCC has supported their local community to recover from the Coronavirus pandemic,Council & Democracy,.Bristol Average,2021,Q21245,3856,17.7,0.728793062,16.3,19.1
IQOL21330,% satisfied with the choice of shops and services in their local shopping area,Economy,.Bristol Average,2021,Q21247,3817,70.1,0.804796593,68.5,71.7
IQOL21331,% of people who burn solid fuel more than 5 times a week,Sustainability & Environment,.Bristol Average,2021,Q20189,3830,1.1,0.199005153,0.7,1.5
IQOL21332,% satisfied with the way BCC asks for their views before it makes changes that affect them,Council & Democracy,.Bristol Average,2021,Q21242,3860,32.7,0.881952394,31,34.5
IQOL21333,% satisfied with the range and quality of entertainment and hospitality venues and events at night,Culture & Leisure,.Bristol Average,2021,Q21223,3829,64,0.851468977,62.3,65.6
IQOL21334,% for whom child or respite care would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,13.6,0.688229913,12.3,15
IQOL21335,% for whom lower prices would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,40.6,0.917017323,38.8,42.4
IQOL21336,% for whom better public transport would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,34.2,0.899593025,32.4,35.9
IQOL21337,% for whom accessible venues would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,9.6,0.527557873,8.7,10.7
IQOL21338,% for whom feeling safer from crime would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,22.3,0.763112348,20.8,23.8
IQOL21339,% for whom feeling safer from COVID-19 would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,30.2,0.874894979,28.5,31.9
IQOL21340,% for whom alcohol free alternatives would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,15,0.696770467,13.7,16.4
IQOL21341,% for whom different things to go to would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,32,0.886527554,30.3,33.7
IQOL21342,% for whom feeling more welcome would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,12.8,0.679096346,11.5,14.2
IQOL21343,% for whom nothing would encourage them to visit venues and events more often at night,Culture & Leisure,.Bristol Average,2021,Q21243,3780,14.6,0.614983091,13.4,15.8
IQOL21344,"% who feel confident finding, enrolling on, and taking part in online learning courses",Education & Skills,.Bristol Average,2021,Q21236,2419,76.5,0.984646263,74.5,78.4
IQOL21345,% who have taken part in learning or training in the last year,Education & Skills,.Bristol Average,2021,Q21237,2870,53.2,1.032085181,51.1,55.2
IQOL21346,% in paid work who are permanent employees,Economy,.Bristol Average,2021,Q21241,2393,78.6,0.956793882,76.7,80.4
IQOL21347,% in paid work who are temporary employees,Economy,.Bristol Average,2021,Q21241,2393,1.7,0.315613938,1.2,2.5
IQOL21348,% in paid work who are on a fixed term contract,Economy,.Bristol Average,2021,Q21241,2393,4.8,0.539452463,3.9,6
IQOL21349,% in paid work who are agency staff,Economy,.Bristol Average,2021,Q21241,2393,1.4,0.276312555,1,2.1
IQOL21350,"% in paid work who are freelancers, consultants or contractors",Economy,.Bristol Average,2021,Q21241,2393,3.9,0.427918581,3.2,4.8
IQOL21351,% in paid work who are self employed,Economy,.Bristol Average,2021,Q21241,2393,9.2,0.652443747,8,10.5
IQOL21352,% in paid work who are on a zero hour contract,Economy,.Bristol Average,2021,Q21241,2393,2.6,0.380377041,1.9,3.4
IQOL21353,% concerned about the loss of wildlife in Bristol,Sustainability & Environment,.Bristol Average,2021,Q21227,3805,86.6,0.65119628,85.3,87.9
IQOL21354,% very concerned about the loss of wildlife in Bristol,Sustainability & Environment,.Bristol Average,2021,Q21227,3805,50.5,0.958062278,48.6,52.4
IQOL21355,% who have created space for nature,Sustainability & Environment,.Bristol Average,2021,Q21238,3437,53.2,0.925038504,51.4,55
IQOL21356,% who have stopped using pesticides,Sustainability & Environment,.Bristol Average,2021,Q21239,1997,66.5,1.486249522,63.6,69.4
IQOL21357,% who use nature friendly products,Sustainability & Environment,.Bristol Average,2021,Q21240,3448,73.1,0.874951478,71.3,74.7
